transaction_id,customer_id,product_id,transaction_date,online_order,order_status
80,2884,15,12/16/17,False,Approved
81,759,84,10/7/17,True,Approved
82,773,21,4/27/17,True,Approved
83,3398,0,4/1/17,True,Approved
84,3297,33,11/2/17,True,Approved
85,2434,84,2/13/17,True,Approved
86,1861,1,7/19/17,False,Approved
87,1233,27,5/23/17,False,Approved
88,1390,31,8/6/17,False,Approved
89,2682,0,4/4/17,True,Approved
90,439,62,8/15/17,True,Approved
91,1579,17,4/15/17,True,Approved
92,2984,73,7/25/17,True,Approved
93,3470,33,11/28/17,True,Approved
94,1,86,12/23/17,False,Approved
95,757,45,2/26/17,False,Approved
96,1778,1,2/21/17,False,Approved
97,211,80,5/31/17,True,Approved
98,333,49,6/23/17,,Approved
99,32,95,3/26/17,False,Approved
100,119,0,7/31/17,False,Approved
101,2347,18,7/27/17,False,Approved
102,2353,4,4/14/17,False,Approved
103,788,33,11/12/17,False,Approved
104,1468,78,9/12/17,False,Approved
105,821,89,10/26/17,False,Approved
106,2489,70,2/15/17,False,Approved
107,2710,79,12/22/17,False,Approved
108,947,26,10/11/17,True,Approved
109,1335,39,3/27/17,True,Approved
110,1076,36,11/4/17,False,Approved
111,3320,0,6/11/17,True,Approved
112,779,84,10/9/17,False,Approved
113,3296,98,6/7/17,True,Approved
114,455,75,10/24/17,True,Approved
115,1779,76,5/1/17,False,Approved
116,2703,72,11/21/17,True,Approved
117,806,42,3/24/17,False,Approved
118,22,20,3/21/17,False,Approved
119,1591,64,2/20/17,False,Approved
120,678,0,6/16/17,False,Approved
121,50,25,12/4/17,False,Approved
122,1038,24,12/1/17,True,Approved
123,1453,31,3/5/17,True,Approved
124,1339,98,3/21/17,False,Approved
125,3382,22,1/3/17,True,Approved
126,773,53,4/1/17,False,Approved
127,2503,84,3/16/17,True,Approved
128,1057,25,2/26/17,False,Approved
129,1397,50,6/5/17,False,Approved
130,2134,44,9/4/17,False,Approved
131,2403,96,1/18/17,True,Approved
132,1937,12,9/28/17,False,Approved
133,1282,93,9/2/17,True,Approved
134,2183,78,5/9/17,False,Approved
135,1788,84,10/17/17,False,Approved
136,1170,65,4/25/17,True,Approved
137,431,0,9/23/17,False,Approved
138,1940,29,8/2/17,False,Approved
139,2073,32,3/25/17,False,Cancelled
140,462,11,1/1/17,False,Approved
141,2728,10,12/22/17,False,Approved
142,2053,46,12/25/17,False,Approved
143,2135,60,1/26/17,True,Approved
144,1217,92,12/20/17,False,Approved
145,2992,7,6/7/17,True,Approved
146,3261,41,4/6/17,True,Approved
147,2748,67,4/25/17,True,Approved
148,3262,14,1/13/17,False,Approved
149,788,89,3/21/17,False,Approved
150,3067,9,11/21/17,True,Approved
151,701,31,11/11/17,False,Approved
152,648,92,10/16/17,False,Approved
153,3286,37,8/19/17,True,Approved
154,3383,3,4/6/17,True,Approved
155,982,56,11/4/17,True,Approved
156,676,14,8/22/17,True,Approved
157,385,6,9/15/17,True,Approved
158,1229,50,3/1/17,True,Approved
159,3232,10,8/16/17,False,Approved
160,3300,0,8/27/17,False,Approved
161,2381,69,7/10/17,False,Approved
162,371,78,12/11/17,False,Approved
163,2519,80,5/20/17,True,Approved
164,2264,17,7/30/17,False,Approved
165,2637,3,10/25/17,True,Approved
166,3262,78,11/27/17,False,Approved
167,3177,90,4/26/17,,Approved
168,2267,87,2/2/17,False,Approved
169,456,97,5/2/17,False,Approved
170,404,6,10/16/17,,Approved
171,3121,100,10/22/17,False,Approved
172,2365,55,4/11/17,True,Approved
173,2528,100,11/16/17,False,Approved
174,3151,10,12/17/17,False,Approved
175,3241,25,12/23/17,False,Approved
176,1335,74,3/30/17,True,Approved
177,2234,90,4/13/17,False,Approved
178,3226,56,7/25/17,True,Approved
179,1365,62,1/31/17,False,Approved
180,3349,20,3/18/17,True,Approved
181,1002,17,2/24/17,False,Approved
182,2282,16,2/18/17,False,Approved
183,2656,46,1/7/17,False,Approved
184,2409,71,7/5/17,True,Approved
185,1711,91,11/19/17,False,Approved
186,2582,17,11/8/17,True,Approved
187,1005,1,7/24/17,True,Approved
188,1597,3,1/15/17,True,Approved
189,2713,56,1/12/17,True,Approved
190,1435,37,11/27/17,True,Approved
191,1477,34,6/30/17,True,Approved
192,1614,0,7/15/17,True,Approved
193,1254,12,6/22/17,True,Approved
194,1423,25,5/2/17,False,Approved
195,276,81,12/27/17,False,Approved
196,1315,19,12/21/17,True,Approved
197,591,45,5/23/17,True,Approved
198,1017,74,2/2/17,False,Approved
199,2123,33,6/8/17,False,Approved
200,2889,57,4/15/17,True,Approved
201,3208,0,9/5/17,True,Approved
202,2406,23,2/26/17,True,Approved
203,2041,67,7/29/17,False,Approved
204,1598,81,7/3/17,True,Approved
205,1842,58,5/27/17,True,Approved
206,141,5,5/5/17,False,Approved
207,1321,94,9/9/17,False,Approved
208,183,51,5/21/17,False,Approved
209,2591,59,9/22/17,False,Approved
210,3356,63,4/12/17,True,Approved
211,766,40,5/7/17,True,Approved
212,1596,80,1/13/17,False,Approved
213,520,82,12/14/17,False,Approved
214,868,46,3/22/17,True,Approved
215,2999,78,9/30/17,False,Approved
216,352,72,11/29/17,True,Approved
217,1140,75,6/9/17,False,Approved
218,621,40,4/21/17,False,Approved
219,3307,2,11/13/17,False,Approved
220,1502,10,4/9/17,True,Approved
221,936,35,5/8/17,False,Approved
222,939,8,7/8/17,True,Approved
223,2698,2,11/30/17,False,Approved
224,579,69,4/25/17,True,Approved
225,2036,54,3/30/17,True,Approved
226,3077,8,3/10/17,False,Approved
227,369,86,3/16/17,True,Approved
228,821,13,4/4/17,True,Approved
229,2687,19,3/13/17,True,Approved
230,681,86,12/23/17,True,Approved
231,37,46,8/12/17,True,Approved
232,3002,30,8/4/17,False,Approved
233,396,92,9/1/17,False,Approved
234,550,71,9/1/17,True,Approved
235,1605,77,7/2/17,False,Approved
236,2325,7,8/31/17,True,Approved
237,1420,23,3/11/17,True,Approved
238,3099,12,10/8/17,False,Approved
239,1645,61,10/1/17,True,Approved
240,546,21,11/23/17,False,Approved
241,2885,86,3/27/17,True,Approved
242,2740,57,12/4/17,False,Approved
243,3166,63,11/13/17,True,Approved
244,3487,63,12/20/17,True,Approved
245,2890,33,9/22/17,True,Approved
246,3370,98,1/22/17,False,Approved
247,3393,15,1/29/17,True,Approved
248,2410,57,7/21/17,False,Approved
249,3466,61,2/10/17,True,Approved
250,1454,48,11/25/17,False,Cancelled
251,1967,63,4/11/17,,Approved
252,3089,78,12/3/17,False,Approved
253,3123,2,12/30/17,False,Approved
254,2692,67,7/26/17,False,Approved
255,2801,67,4/1/17,True,Cancelled
256,1580,13,10/22/17,True,Approved
257,352,65,3/22/17,False,Approved
258,1777,49,6/15/17,True,Approved
259,142,87,7/6/17,True,Approved
260,3393,31,12/28/17,False,Approved
261,599,17,5/9/17,False,Approved
262,1258,91,1/18/17,False,Approved
263,3405,53,10/22/17,True,Approved
264,3198,38,1/30/17,False,Approved
265,834,20,6/26/17,False,Approved
266,3467,44,11/7/17,True,Approved
267,3436,69,8/13/17,True,Approved
268,1516,68,8/27/17,False,Approved
269,2833,11,1/25/17,True,Approved
270,2362,2,2/13/17,False,Approved
271,2337,27,7/11/17,False,Approved
272,2149,0,4/30/17,True,Approved
273,2133,81,5/19/17,False,Approved
274,360,6,5/26/17,True,Approved
275,2969,76,2/3/17,True,Approved
276,1720,18,4/28/17,False,Approved
277,2904,18,3/23/17,False,Approved
278,754,9,6/3/17,False,Approved
279,1826,35,4/25/17,False,Approved
280,2487,93,4/8/17,False,Approved
281,2815,40,2/18/17,False,Approved
282,541,1,5/4/17,False,Approved
283,302,16,3/29/17,False,Approved
284,2024,44,10/3/17,True,Approved
285,142,48,7/27/17,True,Approved
286,768,56,8/7/17,True,Approved
287,2147,36,2/7/17,True,Approved
288,529,36,11/20/17,True,Approved
289,825,13,2/23/17,False,Approved
290,624,55,4/5/17,True,Approved
291,2302,38,11/7/17,False,Approved
292,3380,64,10/28/17,False,Approved
293,314,0,11/19/17,False,Approved
294,1079,79,8/25/17,True,Approved
295,1643,11,1/20/17,True,Approved
296,1524,91,3/14/17,True,Approved
297,3205,18,4/14/17,True,Approved
298,2860,17,11/20/17,True,Approved
299,772,13,5/24/17,False,Approved
300,323,4,3/25/17,True,Approved
301,2530,78,3/24/17,,Approved
302,2426,42,3/17/17,True,Approved
303,1883,48,11/18/17,False,Approved
304,2745,12,4/7/17,False,Approved
305,2819,77,1/4/17,False,Approved
306,792,25,12/13/17,False,Approved
307,923,35,4/20/17,False,Approved
308,3353,7,7/21/17,False,Approved
309,3394,68,11/27/17,False,Approved
310,3213,75,10/21/17,False,Approved
311,3260,77,3/7/17,False,Approved
312,1015,1,12/4/17,False,Approved
313,2266,81,1/25/17,False,Approved
314,58,6,8/20/17,True,Approved
315,3118,40,12/18/17,True,Approved
316,1414,62,8/1/17,False,Approved
317,2202,90,6/19/17,True,Approved
318,2144,32,5/31/17,True,Approved
319,1033,65,10/9/17,True,Approved
320,2157,15,6/20/17,True,Approved
321,1097,36,1/23/17,False,Approved
322,2757,12,4/19/17,False,Approved
323,87,67,11/8/17,True,Approved
324,2049,87,10/11/17,False,Approved
325,952,62,11/14/17,True,Approved
326,1745,55,1/20/17,False,Approved
327,40,1,5/9/17,True,Approved
328,372,98,10/17/17,True,Approved
329,1627,79,8/11/17,True,Approved
330,444,1,11/15/17,False,Approved
331,217,61,5/23/17,False,Approved
332,1656,71,8/2/17,True,Approved
333,485,58,12/16/17,True,Approved
334,2252,86,2/21/17,False,Approved
335,3103,95,11/1/17,False,Approved
336,506,55,10/5/17,True,Approved
337,1615,82,10/30/17,,Approved
338,1881,32,1/2/17,True,Approved
339,2903,65,12/4/17,True,Approved
340,1274,49,12/16/17,False,Approved
341,1443,1,8/27/17,False,Approved
342,2091,24,3/14/17,False,Approved
343,1478,61,3/11/17,,Approved
344,1493,7,7/9/17,False,Approved
345,1614,84,3/21/17,False,Approved
346,476,48,7/19/17,False,Approved
347,1777,16,4/12/17,True,Approved
348,940,40,8/11/17,False,Approved
349,2930,100,10/20/17,True,Approved
350,2354,27,10/26/17,True,Approved
351,1582,59,6/15/17,False,Approved
352,416,34,6/19/17,False,Approved
353,1013,18,4/20/17,True,Approved
354,533,83,11/14/17,False,Approved
355,968,82,3/22/17,True,Approved
356,727,88,7/9/17,True,Approved
357,1160,77,4/13/17,False,Approved
358,3425,6,12/6/17,True,Approved
359,1614,10,11/10/17,True,Approved
360,2140,69,4/26/17,True,Approved
361,2589,15,1/31/17,False,Approved
362,2920,7,9/22/17,True,Approved
363,62,73,8/14/17,True,Approved
364,1112,32,9/13/17,False,Approved
365,1995,39,5/3/17,True,Approved
366,1965,28,8/22/17,False,Approved
367,1614,0,3/10/17,False,Approved
368,366,25,1/24/17,True,Approved
369,2682,32,7/29/17,False,Approved
370,2993,78,8/3/17,True,Approved
371,1887,44,8/28/17,False,Approved
372,1692,56,8/16/17,True,Approved
373,1927,1,6/24/17,False,Approved
374,2567,15,3/7/17,False,Approved
375,3276,17,7/5/17,True,Approved
376,1808,0,2/9/17,False,Approved
377,2368,7,10/17/17,False,Approved
378,470,53,10/27/17,False,Approved
379,3270,20,3/3/17,False,Approved
380,1683,3,8/20/17,True,Approved
381,880,14,9/18/17,True,Approved
382,309,83,12/2/17,True,Approved
383,1698,39,11/28/17,True,Approved
384,1434,67,8/28/17,False,Approved
385,2712,40,5/14/17,False,Approved
386,892,13,10/1/17,False,Approved
387,832,100,10/15/17,True,Approved
388,1033,35,5/3/17,True,Approved
389,2834,17,2/15/17,True,Approved
390,3015,79,1/4/17,False,Approved
391,3484,86,10/12/17,False,Approved
392,2775,9,3/19/17,False,Approved
393,1208,58,8/30/17,True,Approved
394,2109,58,6/29/17,False,Approved
395,3195,43,10/12/17,True,Approved
396,3366,88,6/27/17,True,Approved
397,2492,15,2/27/17,False,Approved
398,389,6,3/12/17,True,Approved
399,1306,83,12/18/17,,Approved
400,552,0,7/24/17,True,Approved
401,3009,82,5/5/17,False,Approved
402,2925,88,6/14/17,False,Approved
403,140,14,2/17/17,False,Approved
404,209,67,9/14/17,True,Approved
405,225,76,6/19/17,False,Approved
406,1595,0,4/17/17,False,Approved
407,2559,0,6/14/17,True,Approved
408,769,18,12/11/17,False,Approved
409,1282,23,5/8/17,False,Approved
410,2377,82,3/7/17,False,Approved
411,3355,62,12/30/17,False,Approved
412,2350,20,5/11/17,True,Approved
413,720,60,9/9/17,False,Approved
414,3249,65,2/2/17,True,Approved
415,2939,76,10/1/17,True,Approved
416,1035,17,11/3/17,True,Approved
417,492,73,10/2/17,False,Approved
418,3100,39,12/10/17,True,Approved
419,1586,34,4/19/17,False,Approved
420,31,97,5/25/17,True,Approved
421,887,9,4/28/17,False,Approved
422,3356,11,8/26/17,False,Approved
423,2498,82,9/15/17,True,Approved
424,3415,96,3/3/17,True,Approved
425,2828,28,9/6/17,False,Approved
426,3117,39,4/24/17,True,Approved
427,2850,70,11/19/17,False,Approved
428,2779,62,11/30/17,True,Approved
429,683,84,12/15/17,False,Approved
430,2342,21,10/26/17,False,Approved
431,3388,7,2/12/17,False,Approved
432,1968,79,6/19/17,True,Approved
433,2923,39,12/17/17,True,Approved
434,15,67,3/10/17,False,Approved
435,2659,4,7/22/17,True,Approved
436,3417,96,9/26/17,True,Approved
437,1862,13,8/27/17,True,Approved
438,1670,76,4/17/17,False,Approved
439,2126,33,12/5/17,True,Approved
440,2702,54,10/20/17,True,Approved
441,125,93,2/25/17,True,Approved
442,750,63,4/24/17,True,Approved
443,359,52,1/25/17,False,Approved
444,2820,33,9/10/17,False,Approved
445,850,65,11/25/17,True,Approved
446,3072,50,5/23/17,False,Approved
447,820,0,6/23/17,False,Approved
448,919,4,9/28/17,True,Approved
449,1250,26,3/31/17,False,Approved
450,1655,5,5/1/17,False,Approved
451,1194,29,12/2/17,True,Approved
452,234,80,3/20/17,False,Approved
453,724,9,11/22/17,False,Approved
454,1976,9,5/3/17,False,Approved
455,193,24,8/16/17,True,Approved
456,1588,84,1/30/17,True,Approved
457,290,100,10/10/17,False,Approved
458,167,7,3/25/17,False,Approved
459,2821,51,4/29/17,True,Approved
460,1201,21,8/7/17,False,Approved
461,893,46,7/9/17,False,Approved
462,2794,62,9/5/17,True,Approved
463,3166,96,7/14/17,True,Approved
464,1422,81,10/13/17,False,Approved
465,3476,31,4/17/17,False,Approved
466,505,13,6/24/17,True,Approved
467,1132,59,10/15/17,False,Approved
468,2363,53,11/2/17,True,Approved
469,1816,12,10/11/17,False,Approved
470,73,18,4/30/17,False,Approved
471,647,18,1/21/17,True,Approved
472,1304,2,2/9/17,True,Approved
473,344,25,11/11/17,False,Approved
474,1001,18,10/7/17,True,Approved
475,2724,16,8/10/17,False,Approved
476,1787,21,8/19/17,True,Approved
477,367,73,2/12/17,,Approved
478,524,98,1/18/17,True,Approved
479,479,69,9/8/17,True,Approved
480,1782,52,4/17/17,True,Approved
481,361,16,3/15/17,True,Approved
482,1135,17,4/22/17,False,Approved
483,1591,59,2/15/17,True,Approved
484,941,3,5/4/17,True,Approved
485,804,87,3/17/17,False,Approved
486,2729,25,7/24/17,True,Approved
487,223,27,2/15/17,True,Approved
488,1571,10,9/9/17,True,Approved
489,2747,82,1/25/17,False,Approved
490,506,11,4/12/17,True,Approved
491,2676,32,12/10/17,True,Approved
492,547,90,1/11/17,True,Approved
493,2623,44,12/3/17,True,Approved
494,1509,92,11/16/17,True,Approved
495,479,21,8/9/17,True,Approved
496,661,0,11/8/17,False,Approved
497,1854,62,12/30/17,True,Approved
498,125,72,5/29/17,False,Approved
499,1037,22,7/19/17,False,Approved
500,1446,79,2/2/17,True,Approved
501,2810,28,7/25/17,True,Approved
502,500,77,6/13/17,True,Approved
503,2468,87,8/7/17,True,Approved
504,1785,5,3/10/17,False,Approved
505,2560,66,7/9/17,False,Approved
506,1853,66,12/4/17,False,Approved
507,3468,71,9/2/17,True,Approved
508,3389,91,3/24/17,False,Approved
509,3015,17,7/28/17,False,Approved
510,3073,85,4/23/17,True,Approved
511,683,24,7/4/17,True,Approved
512,1020,62,10/2/17,True,Approved
513,1052,0,11/29/17,False,Approved
514,1679,57,1/2/17,True,Approved
515,3330,53,11/18/17,False,Approved
516,1591,43,5/3/17,False,Approved
517,311,77,1/1/17,True,Approved
518,1996,84,11/25/17,False,Approved
519,997,77,10/19/17,True,Approved
520,1276,88,9/21/17,False,Approved
521,693,92,2/18/17,False,Approved
522,3013,7,1/26/17,False,Approved
523,2234,84,1/7/17,True,Approved
524,1171,99,2/10/17,True,Approved
525,1849,37,4/27/17,False,Approved
526,827,20,4/2/17,True,Approved
527,1499,14,8/27/17,True,Approved
528,2233,42,5/4/17,True,Approved
529,103,6,6/3/17,True,Approved
530,1202,62,3/31/17,,Approved
531,1494,22,6/10/17,True,Approved
532,1559,77,10/15/17,True,Approved
533,3381,57,2/9/17,False,Approved
534,1517,14,4/8/17,False,Approved
535,776,30,10/28/17,True,Approved
536,1018,36,12/3/17,True,Approved
537,3280,4,8/18/17,True,Approved
538,1042,74,3/23/17,False,Approved
539,1312,38,9/4/17,True,Approved
540,682,40,9/2/17,True,Approved
541,1499,80,4/13/17,True,Approved
542,1555,96,7/8/17,False,Approved
543,246,45,12/3/17,False,Approved
544,2734,0,5/19/17,True,Approved
545,2336,45,5/19/17,False,Approved
546,2391,73,8/21/17,True,Approved
547,2139,94,6/26/17,True,Approved
548,867,89,3/6/17,True,Approved
549,543,1,1/25/17,False,Approved
550,2839,77,9/5/17,False,Approved
551,3382,0,10/15/17,True,Approved
552,333,21,11/30/17,True,Approved
553,2826,96,10/22/17,False,Approved
554,1707,12,1/31/17,False,Approved
555,1198,90,5/8/17,True,Approved
556,359,91,9/4/17,False,Approved
557,170,54,1/16/17,True,Approved
558,3481,0,2/22/17,False,Approved
559,3104,20,3/21/17,,Approved
560,695,7,1/10/17,False,Approved
561,2298,65,1/1/17,False,Approved
562,753,53,9/23/17,False,Approved
563,3071,97,4/5/17,False,Approved
564,1913,45,11/18/17,True,Approved
565,2633,65,9/23/17,False,Approved
566,178,90,11/28/17,False,Approved
567,252,12,3/9/17,False,Approved
568,1032,10,8/4/17,True,Approved
569,1094,76,5/8/17,False,Approved
570,1396,68,12/21/17,True,Approved
571,1186,2,8/20/17,False,Approved
572,2770,4,1/27/17,True,Approved
573,2271,89,7/6/17,False,Approved
574,2518,89,1/25/17,True,Approved
575,3197,18,6/26/17,True,Approved
576,2538,66,2/26/17,False,Approved
577,149,1,5/4/17,,Approved
578,1579,63,10/13/17,True,Approved
579,1979,51,5/31/17,True,Approved
580,1447,66,4/13/17,True,Approved
581,2618,52,12/19/17,False,Approved
582,1224,9,8/3/17,True,Approved
583,3053,0,4/16/17,False,Approved
584,1019,43,9/13/17,True,Cancelled
585,1677,56,3/22/17,False,Approved
586,1047,95,4/14/17,True,Approved
587,1320,82,8/14/17,False,Approved
588,823,44,8/30/17,True,Approved
589,854,7,10/4/17,False,Approved
590,1141,0,2/16/17,True,Approved
591,1574,87,7/23/17,False,Approved
592,132,31,3/21/17,False,Approved
593,1399,20,12/14/17,True,Approved
594,2118,2,8/17/17,False,Approved
595,825,84,1/12/17,False,Approved
596,1691,86,2/1/17,False,Approved
597,345,12,8/13/17,False,Approved
598,1665,15,1/3/17,True,Approved
599,1059,45,12/8/17,True,Approved
600,964,0,6/24/17,False,Approved
601,1466,76,11/27/17,True,Approved
602,3477,89,8/23/17,True,Approved
603,3318,52,5/12/17,True,Approved
604,2490,96,3/4/17,True,Approved
605,3023,0,3/23/17,False,Approved
606,2878,70,12/30/17,False,Approved
607,2754,48,5/28/17,True,Approved
608,266,65,9/14/17,False,Approved
609,1409,74,3/29/17,False,Approved
610,3482,85,10/20/17,False,Approved
611,368,85,12/6/17,True,Approved
612,3275,2,7/20/17,False,Approved
613,904,91,3/3/17,False,Approved
614,2536,24,3/8/17,True,Approved
615,375,81,7/22/17,True,Approved
616,2694,9,7/13/17,True,Approved
617,3285,12,8/12/17,False,Approved
618,3016,79,6/27/17,True,Approved
619,3493,12,3/16/17,False,Approved
620,864,89,6/22/17,False,Approved
621,2510,62,3/27/17,False,Approved
622,3097,89,10/14/17,False,Approved
623,2156,94,3/1/17,False,Approved
624,1600,0,8/12/17,False,Approved
625,2033,82,9/15/17,False,Approved
626,1999,34,6/12/17,False,Approved
627,968,90,1/20/17,False,Approved
628,2060,3,2/17/17,True,Approved
629,2569,100,3/11/17,False,Approved
630,2853,92,10/10/17,True,Approved
631,818,3,11/20/17,False,Approved
632,3164,62,9/10/17,True,Approved
633,2211,49,9/10/17,True,Approved
634,2069,83,4/29/17,False,Approved
635,2296,41,8/31/17,True,Approved
636,2836,35,7/2/17,False,Approved
637,524,96,2/14/17,False,Approved
638,1436,95,2/11/17,False,Approved
639,482,21,4/17/17,False,Approved
640,760,95,9/5/17,False,Approved
641,757,93,10/19/17,False,Approved
642,1570,30,9/5/17,False,Approved
643,3245,0,9/28/17,False,Approved
644,1841,97,8/20/17,False,Approved
645,3039,99,4/27/17,False,Approved
646,2590,3,10/12/17,False,Approved
647,2175,54,3/5/17,True,Approved
648,485,84,10/16/17,True,Approved
649,606,53,11/1/17,False,Approved
650,761,42,4/26/17,False,Approved
651,3154,64,3/11/17,False,Approved
652,1739,4,10/23/17,True,Approved
653,2700,26,6/28/17,True,Approved
654,1775,56,6/17/17,False,Approved
655,46,8,5/12/17,False,Approved
656,3470,26,12/28/17,False,Approved
657,3190,22,2/21/17,True,Approved
658,3076,30,6/4/17,False,Approved
659,2240,0,4/18/17,True,Approved
660,2814,87,12/17/17,False,Approved
661,29,87,9/16/17,False,Approved
662,2072,41,7/26/17,False,Approved
663,2486,71,5/15/17,True,Approved
664,2383,100,1/21/17,True,Approved
665,759,35,10/9/17,True,Approved
666,2777,62,2/16/17,True,Approved
667,3109,72,6/14/17,False,Approved
668,3190,69,3/3/17,False,Approved
669,3420,68,4/7/17,False,Approved
670,112,5,1/29/17,False,Approved
671,2874,67,4/9/17,False,Approved
672,940,32,5/22/17,True,Approved
673,1952,61,7/8/17,True,Approved
674,1618,69,12/2/17,True,Approved
675,1817,0,7/5/17,True,Approved
676,1665,30,6/26/17,False,Approved
677,2609,0,7/2/17,False,Approved
678,626,61,8/6/17,False,Approved
679,693,74,12/20/17,True,Approved
680,2151,32,1/31/17,True,Approved
681,3085,75,12/5/17,True,Approved
682,1747,34,6/23/17,False,Approved
683,2095,73,12/10/17,False,Approved
684,1289,99,12/19/17,False,Approved
685,2347,34,8/20/17,False,Approved
686,1762,54,6/19/17,False,Approved
687,1374,66,5/16/17,False,Approved
688,836,40,8/1/17,False,Approved
689,2310,88,12/13/17,True,Approved
690,1371,15,11/18/17,False,Approved
691,1385,8,3/21/17,False,Approved
692,2744,36,7/11/17,False,Approved
693,2999,8,1/24/17,True,Approved
694,294,0,6/15/17,True,Approved
695,1282,78,11/22/17,False,Approved
696,1400,64,7/6/17,False,Approved
697,2285,29,11/21/17,False,Approved
698,623,88,7/2/17,True,Approved
699,1535,60,8/13/17,False,Approved
700,2153,58,8/2/17,True,Approved
701,2477,51,11/20/17,False,Approved
702,2368,54,1/5/17,True,Approved
703,211,24,10/2/17,True,Approved
704,1874,0,8/1/17,False,Approved
705,2243,50,3/26/17,False,Approved
706,1329,54,1/5/17,True,Approved
707,260,86,8/18/17,False,Approved
708,2587,80,6/2/17,True,Approved
709,2606,41,1/15/17,False,Approved
710,437,5,7/29/17,False,Approved
711,1117,35,5/5/17,True,Approved
712,2101,82,1/18/17,False,Approved
713,2638,47,6/6/17,True,Approved
714,2554,0,3/20/17,True,Approved
715,3393,65,6/29/17,False,Approved
716,1929,91,9/8/17,True,Approved
717,2167,5,2/23/17,False,Approved
718,2618,13,11/16/17,False,Approved
719,1753,95,12/3/17,False,Approved
720,1480,0,10/16/17,True,Approved
721,364,5,12/19/17,False,Approved
722,633,27,1/4/17,False,Approved
723,1284,19,7/28/17,False,Approved
724,521,53,7/29/17,True,Approved
725,2839,29,12/13/17,True,Approved
726,352,71,1/25/17,False,Approved
727,3486,94,12/9/17,False,Approved
728,3048,14,10/9/17,True,Approved
729,1791,52,1/15/17,False,Approved
730,1721,62,9/9/17,True,Approved
731,411,0,2/9/17,False,Approved
732,1644,35,12/8/17,False,Approved
733,679,50,5/12/17,True,Approved
734,2989,74,4/30/17,True,Approved
735,2485,32,7/18/17,True,Approved
736,459,55,6/30/17,True,Approved
737,669,42,1/10/17,True,Approved
738,2894,26,1/21/17,False,Approved
739,2184,37,8/16/17,False,Approved
740,2908,3,2/6/17,True,Approved
741,1340,56,12/2/17,True,Approved
742,2419,0,11/9/17,False,Approved
743,445,28,2/22/17,True,Approved
744,463,78,3/20/17,True,Approved
745,255,69,11/3/17,False,Approved
